MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.boisecascadebuildingmaterialsboica.com/p/1516881,,,,,,1516881,Industrial Supplies,General Industrial,Hardware,1516881,1516881,1nx6-12' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516881,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516881 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516881",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516881.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516881_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516882,,,,,,1516882,Industrial Supplies,General Industrial,Hardware,1516882,1516882,1nx6-16' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516882,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516882 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516882",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516882.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516882_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516883,,,,,,1516883,Industrial Supplies,General Industrial,Hardware,1516883,1516883,1nx6-20' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516883,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516883 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516883",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516883.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516883_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/543005016,,,,,,543005016,Industrial Supplies,General Industrial,Hardware,543005016,543005016,7/8nx6-16' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,543005016,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 543005016 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 543005016",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005016.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005016_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/543005020,,,,,,543005020,Industrial Supplies,General Industrial,Hardware,543005020,543005020,7/8nx6-20' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,543005020,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 543005020 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 543005020",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005020.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005020_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/543005412,,,,,,543005412,Industrial Supplies,General Industrial,Hardware,543005412,543005412,7/8nx6-12' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,543005412,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 543005412 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 543005412",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005412.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005412_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/543005416,,,,,,543005416,Industrial Supplies,General Industrial,Hardware,543005416,543005416,7/8nx6-16' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,543005416,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 543005416 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 543005416",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005416.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005416_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/543005420,,,,,,543005420,Industrial Supplies,General Industrial,Hardware,543005420,543005420,7/8nx6-20' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,543005420,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 543005420 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 543005420",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005420.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543005420_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516891,,,,,,1516891,Industrial Supplies,General Industrial,Hardware,1516891,1516891,7/8nx6-16' Millstone Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516891,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516891 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516891",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516891.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516891_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516892,,,,,,1516892,Industrial Supplies,General Industrial,Hardware,1516892,1516892,7/8nx6-20' Millstone Sq Edge -Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516892,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516892 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516892",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516892.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516892_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516893,,,,,,1516893,Industrial Supplies,General Industrial,Hardware,1516893,1516893,7/8nx6-12' Millstone Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516893,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516893 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516893",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516893.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516893_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516894,,,,,,1516894,Industrial Supplies,General Industrial,Hardware,1516894,1516894,7/8nx6-16' Millstone Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516894,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516894 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516894",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516894.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516894_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/1516895,,,,,,1516895,Industrial Supplies,General Industrial,Hardware,1516895,1516895,7/8nx6-20' Millstone Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,1516895,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 1516895 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 1516895",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516895.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_1516895_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.boisecascadebuildingmaterialsboica.com/p/543007016,,,,,,543007016,Industrial Supplies,General Industrial,Hardware,543007016,543007016,7/8nx6-16' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials (BOICA),,543007016,,Industrial Supplies>General Industrial>Industrial Components,Boise Cascade Building Materials (BOICA) Boise Cascade Building Materials,HARDWARE,Boise Cascade Building Materials (BOICA) Professional Series 543007016 Hardware,"Boise Cascade Building Materials (BOICA) Hardware, Professional Series, standard commercial specifications.","Boise Cascade Building Materials (BOICA) Hardware, 543007016",Engineered for heavy-duty industrial and professional use. Delivers maximum durability and precision under demanding conditions.,Engineered for Professional Series performance standards,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40151500,1 Year Manufacturer Warranty,,1,EA,,,,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543007016.jpg,,,,,,,,,BoiseCascadeBuildingMaterialsBOICA_543007016_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
